experiments,stimulus,response,goodness,rt,subj
1,s6_t1_r2,ac,2,5.1530084,E1_HanSS
1,s6_t1_r2,ac,2,1.6984465,E1_HanSS
1,s6_t1_r2,ac,2,1.7612272,E1_HanSS
1,s7_t1_r2,ac,4,0.6275729,E1_HanSS
1,s7_t1_r2,ac,4,2.567087,E1_HanSS
1,s7_t1_r2,ac,4,0.183641,E1_HanSS
1,s8_t1_r2,ac,4,7.5906651,E1_HanSS
1,s8_t1_r2,ac,6,4.135566,E1_HanSS
1,s8_t1_r2,ac,6,2.7695015,E1_HanSS
1,s9_t1_r2,ac,6,3.8743487,E1_HanSS
1,s9_t1_r2,ac,6,0.6147492,E1_HanSS
1,s9_t1_r2,ac,6,2.6036141,E1_HanSS
1,s1_t1_r2,comp,3,0.0402272,E1_HanSS
1,s1_t1_r2,comp,3,0.0154148,E1_HanSS
1,s1_t1_r2,comp,3,-0.2487467,E1_HanSS
1,s10_t1_r2,comp,4,0.0841095,E1_HanSS
1,s10_t1_r2,comp,4,0.3709123,E1_HanSS
1,s10_t1_r2,comp,4,-0.1503615,E1_HanSS
1,s2_t1_r2,comp,6,0.3140933,E1_HanSS
1,s2_t1_r2,comp,6,0.2325971,E1_HanSS
1,s2_t1_r2,comp,7,0.1509127,E1_HanSS
1,s3_t1_r2,comp,4,0.729688,E1_HanSS
1,s3_t1_r2,comp,3,0.3197994,E1_HanSS
1,s3_t1_r2,comp,2,0.079595,E1_HanSS
1,s4_t1_r2,comp,5,0.6700808,E1_HanSS
1,s4_t1_r2,comp,2,-0.1246186,E1_HanSS
1,s4_t1_r2,comp,4,-0.0643974,E1_HanSS
1,s5_t1_r2,comp,2,0.4521096,E1_HanSS
1,s5_t1_r2,comp,2,0.2342185,E1_HanSS
1,s5_t1_r2,comp,3,-0.1851143,E1_HanSS
1,s6_t1_r2,comp,2,0.0262039,E1_HanSS
1,s6_t1_r2,comp,2,0.0354831,E1_HanSS
1,s6_t1_r2,comp,2,-0.0711083,E1_HanSS
1,s7_t1_r2,comp,4,0.6182995,E1_HanSS
1,s7_t1_r2,comp,4,-0.0231976,E1_HanSS
1,s7_t1_r2,comp,4,-0.2570956,E1_HanSS
1,s8_t1_r2,comp,6,0.3610198,E1_HanSS
1,s8_t1_r2,comp,7,0.4571951,E1_HanSS
1,s8_t1_r2,comp,6,0.1928145,E1_HanSS
1,s9_t1_r2,comp,5,0.1789892,E1_HanSS
1,s9_t1_r2,comp,6,0.2651823,E1_HanSS
1,s9_t1_r2,comp,6,0.1226964,E1_HanSS
1,s1_t1_r2,fl,4,0.173426,E1_HanSS
1,s1_t1_r2,fl,4,-0.0563831,E1_HanSS
1,s1_t1_r2,fl,4,-0.2265194,E1_HanSS
1,s10_t1_r2,fl,3,0.0387288,E1_HanSS
1,s10_t1_r2,fl,3,-0.0475002,E1_HanSS
1,s10_t1_r2,fl,3,-0.2416755,E1_HanSS
1,s2_t1_r2,fl,6,0.1119487,E1_HanSS
1,s2_t1_r2,fl,6,0.1044512,E1_HanSS
1,s2_t1_r2,fl,6,-0.2277209,E1_HanSS
1,s3_t1_r2,fl,3,33.767583,E1_HanSS
1,s3_t1_r2,fl,2,-0.09451,E1_HanSS
1,s3_t1_r2,fl,2,-0.0983804,E1_HanSS
1,s4_t1_r2,fl,5,7.4141699,E1_HanSS
1,s4_t1_r2,fl,4,-0.1472387,E1_HanSS
1,s4_t1_r2,fl,4,0.0274759,E1_HanSS
1,s5_t1_r2,fl,2,0.0480965,E1_HanSS
1,s5_t1_r2,fl,2,-0.0781269,E1_HanSS
1,s5_t1_r2,fl,2,-0.2379129,E1_HanSS
1,s6_t1_r2,fl,3,0.5176864,E1_HanSS
1,s6_t1_r2,fl,1,-0.0803772,E1_HanSS
1,s6_t1_r2,fl,1,-0.0880994,E1_HanSS
1,s7_t1_r2,fl,4,0.1514463,E1_HanSS
1,s7_t1_r2,fl,4,-0.0184408,E1_HanSS
1,s7_t1_r2,fl,4,-0.1005601,E1_HanSS
1,s8_t1_r2,fl,6,0.2945505,E1_HanSS
1,s8_t1_r2,fl,6,-0.073075,E1_HanSS
1,s8_t1_r2,fl,6,-0.0706833,E1_HanSS
1,s9_t1_r2,fl,6,0.500103,E1_HanSS
1,s9_t1_r2,fl,7,0.1192644,E1_HanSS
1,s9_t1_r2,fl,6,0.0608855,E1_HanSS
1,s1_t1_r2,in,6,0.1575843,E1_HanSS
1,s1_t1_r2,in,4,0.3650741,E1_HanSS
1,s1_t1_r2,in,5,3.260026,E1_HanSS
1,s10_t1_r2,in,4,4.374145,E1_HanSS
1,s10_t1_r2,in,4,0.1708727,E1_HanSS
1,s10_t1_r2,in,4,2.9595382,E1_HanSS
1,s2_t1_r2,in,7,0.6369848,E1_HanSS
1,s2_t1_r2,in,7,2.5128179,E1_HanSS
1,s2_t1_r2,in,6,2.9265965,E1_HanSS
1,s3_t1_r2,in,4,6.4189894,E1_HanSS
1,s3_t1_r2,in,4,2.6814602,E1_HanSS
1,s3_t1_r2,in,4,3.045713,E1_HanSS
1,s4_t1_r2,in,5,5.4646169,E1_HanSS
1,s4_t1_r2,in,5,1.1100241,E1_HanSS
1,s4_t1_r2,in,5,1.6018714,E1_HanSS
1,s5_t1_r2,in,2,2.9567057,E1_HanSS
1,s5_t1_r2,in,2,0.0633384,E1_HanSS
1,s5_t1_r2,in,2,5.008982,E1_HanSS
1,s6_t1_r2,in,1,2.5433676,E1_HanSS
1,s6_t1_r2,in,1,1.0701275,E1_HanSS
1,s6_t1_r2,in,1,1.646811,E1_HanSS
1,s7_t1_r2,in,3,4.5457889,E1_HanSS
1,s7_t1_r2,in,4,1.5418349,E1_HanSS
1,s7_t1_r2,in,4,1.9279365,E1_HanSS
1,s8_t1_r2,in,6,14.0215358,E1_HanSS
1,s8_t1_r2,in,6,2.7242122,E1_HanSS
1,s8_t1_r2,in,6,2.5949301,E1_HanSS
1,s9_t1_r2,in,7,0.2037365,E1_HanSS
1,s9_t1_r2,in,7,-0.0858595,E1_HanSS
1,s9_t1_r2,in,7,2.0321533,E1_HanSS
1,s1_t1_r2,ac,7,-0.4330551,E1_KimDH
1,s1_t1_r2,ac,6,-0.299,E1_KimDH
1,s1_t1_r2,ac,4,-0.397128,E1_KimDH
1,s10_t1_r2,ac,6,-0.4398783,E1_KimDH
1,s10_t1_r2,ac,7,-0.3143893,E1_KimDH
1,s10_t1_r2,ac,6,-0.4560119,E1_KimDH
1,s2_t1_r2,ac,7,-0.1286585,E1_KimDH
1,s2_t1_r2,ac,7,-0.078186,E1_KimDH
1,s2_t1_r2,ac,6,-0.4565267,E1_KimDH
1,s3_t1_r2,ac,7,-0.4363784,E1_KimDH
1,s3_t1_r2,ac,7,-0.4105045,E1_KimDH
1,s3_t1_r2,ac,7,-0.0770955,E1_KimDH
1,s4_t1_r2,ac,7,-0.2220791,E1_KimDH
1,s4_t1_r2,ac,7,-0.5013261,E1_KimDH
1,s4_t1_r2,ac,6,-0.4050237,E1_KimDH
1,s5_t1_r2,ac,6,-0.4113243,E1_KimDH
1,s5_t1_r2,ac,6,0.03961,E1_KimDH
1,s5_t1_r2,ac,6,-0.4123832,E1_KimDH
1,s6_t1_r2,ac,5,-0.3298971,E1_KimDH
1,s6_t1_r2,ac,5,-0.3768025,E1_KimDH
1,s6_t1_r2,ac,5,-0.362805,E1_KimDH
1,s7_t1_r2,ac,5,-0.3748577,E1_KimDH
1,s7_t1_r2,ac,5,-0.3600593,E1_KimDH
1,s7_t1_r2,ac,5,-0.4371633,E1_KimDH
1,s8_t1_r2,ac,7,0.0728009,E1_KimDH
1,s8_t1_r2,ac,7,-0.3851795,E1_KimDH
1,s8_t1_r2,ac,6,-0.4709594,E1_KimDH
1,s9_t1_r2,ac,7,-0.341624,E1_KimDH
1,s9_t1_r2,ac,7,-0.0394395,E1_KimDH
1,s9_t1_r2,ac,6,-0.3936106,E1_KimDH
1,s1_t1_r2,comp,5,-0.334926,E1_KimDH
1,s1_t1_r2,comp,4,4.1991822,E1_KimDH
1,s1_t1_r2,comp,4,3.4063616,E1_KimDH
1,s10_t1_r2,comp,5,-0.0336074,E1_KimDH
1,s10_t1_r2,comp,5,2.100802,E1_KimDH
1,s10_t1_r2,comp,5,-0.2834152,E1_KimDH
1,s2_t1_r2,comp,5,-0.4864767,E1_KimDH
1,s2_t1_r2,comp,5,-0.46793,E1_KimDH
1,s2_t1_r2,comp,5,-0.2235436,E1_KimDH
1,s3_t1_r2,comp,5,-0.3616058,E1_KimDH
1,s3_t1_r2,comp,5,-0.3749097,E1_KimDH
1,s3_t1_r2,comp,5,-0.1280562,E1_KimDH
1,s4_t1_r2,comp,5,-0.4414233,E1_KimDH
1,s4_t1_r2,comp,5,0.1683522,E1_KimDH
1,s4_t1_r2,comp,5,-0.3471001,E1_KimDH
1,s5_t1_r2,comp,3,-0.2918846,E1_KimDH
1,s5_t1_r2,comp,5,-0.2396131,E1_KimDH
1,s5_t1_r2,comp,5,-0.457396,E1_KimDH
1,s6_t1_r2,comp,4,4.7893298,E1_KimDH
1,s6_t1_r2,comp,5,-0.3771349,E1_KimDH
1,s6_t1_r2,comp,5,-0.4719414,E1_KimDH
1,s7_t1_r2,comp,4,-0.4540556,E1_KimDH
1,s7_t1_r2,comp,3,-0.4236959,E1_KimDH
1,s7_t1_r2,comp,3,-0.3867981,E1_KimDH
1,s8_t1_r2,comp,4,-0.3020065,E1_KimDH
1,s8_t1_r2,comp,5,-0.4415035,E1_KimDH
1,s8_t1_r2,comp,5,-0.2057141,E1_KimDH
1,s9_t1_r2,comp,5,-0.4084618,E1_KimDH
1,s9_t1_r2,comp,5,-0.396501,E1_KimDH
1,s9_t1_r2,comp,5,-0.4541819,E1_KimDH
1,s1_t1_r2,fl,6,-0.4258407,E1_KimDH
1,s1_t1_r2,fl,6,-0.2351284,E1_KimDH
1,s1_t1_r2,fl,6,-0.3885881,E1_KimDH
1,s10_t1_r2,fl,7,-0.0551392,E1_KimDH
1,s10_t1_r2,fl,6,-0.3955311,E1_KimDH
1,s10_t1_r2,fl,6,-0.4695812,E1_KimDH
1,s2_t1_r2,fl,7,-0.4239169,E1_KimDH
1,s2_t1_r2,fl,7,-0.4881866,E1_KimDH
1,s2_t1_r2,fl,7,-0.2333253,E1_KimDH
1,s3_t1_r2,fl,6,-0.3578066,E1_KimDH
1,s3_t1_r2,fl,6,-0.3270815,E1_KimDH
1,s3_t1_r2,fl,7,-0.3132375,E1_KimDH
1,s4_t1_r2,fl,6,-0.4809709,E1_KimDH
1,s4_t1_r2,fl,6,-0.440477,E1_KimDH
1,s4_t1_r2,fl,6,-0.5338768,E1_KimDH
1,s5_t1_r2,fl,6,-0.0555625,E1_KimDH
1,s5_t1_r2,fl,6,-0.0778821,E1_KimDH
1,s5_t1_r2,fl,6,-0.3620063,E1_KimDH
1,s6_t1_r2,fl,7,-0.4067822,E1_KimDH
1,s6_t1_r2,fl,7,-0.2659617,E1_KimDH
1,s6_t1_r2,fl,7,-0.4226989,E1_KimDH
1,s7_t1_r2,fl,5,-0.3285486,E1_KimDH
1,s7_t1_r2,fl,5,-0.3946627,E1_KimDH
1,s7_t1_r2,fl,5,-0.3457014,E1_KimDH
1,s8_t1_r2,fl,7,-0.1447518,E1_KimDH
1,s8_t1_r2,fl,7,-0.2873484,E1_KimDH
1,s8_t1_r2,fl,7,-0.4064828,E1_KimDH
1,s9_t1_r2,fl,7,-0.1827601,E1_KimDH
1,s9_t1_r2,fl,7,-0.3794566,E1_KimDH
1,s9_t1_r2,fl,7,-0.4577852,E1_KimDH
1,s1_t1_r2,in,4,0.3092239,E1_KimDH
1,s1_t1_r2,in,5,0.1875744,E1_KimDH
1,s1_t1_r2,in,5,0.1624354,E1_KimDH
1,s10_t1_r2,in,6,0.5799717,E1_KimDH
1,s10_t1_r2,in,6,0.0505397,E1_KimDH
1,s10_t1_r2,in,5,0.185671,E1_KimDH
1,s2_t1_r2,in,6,-0.1047555,E1_KimDH
1,s2_t1_r2,in,6,0.9310065,E1_KimDH
1,s2_t1_r2,in,6,0.2331049,E1_KimDH
1,s3_t1_r2,in,6,-0.0602647,E1_KimDH
1,s3_t1_r2,in,5,-0.0912492,E1_KimDH
1,s3_t1_r2,in,6,0.1013228,E1_KimDH
1,s4_t1_r2,in,6,0.2753729,E1_KimDH
1,s4_t1_r2,in,5,0.1628693,E1_KimDH
1,s4_t1_r2,in,6,0.232224,E1_KimDH
1,s5_t1_r2,in,4,0.0026834,E1_KimDH
1,s5_t1_r2,in,6,-0.130702,E1_KimDH
1,s5_t1_r2,in,6,0.0303728,E1_KimDH
1,s6_t1_r2,in,5,1.1074123,E1_KimDH
1,s6_t1_r2,in,6,0.5382279,E1_KimDH
1,s6_t1_r2,in,5,0.2011465,E1_KimDH
1,s7_t1_r2,in,4,0.1885868,E1_KimDH
1,s7_t1_r2,in,3,-0.0454604,E1_KimDH
1,s7_t1_r2,in,3,0.6516238,E1_KimDH
1,s8_t1_r2,in,6,0.0848804,E1_KimDH
1,s8_t1_r2,in,7,0.049489,E1_KimDH
1,s8_t1_r2,in,7,0.0917027,E1_KimDH
1,s9_t1_r2,in,6,0.0765243,E1_KimDH
1,s9_t1_r2,in,7,0.09676,E1_KimDH
1,s9_t1_r2,in,6,0.1587818,E1_KimDH
1,s1_t1_r2,ac,5,3.8418335,E1_KimHN
1,s1_t1_r2,ac,5,2.2462509,E1_KimHN
1,s1_t1_r2,ac,5,0.3772232,E1_KimHN
1,s10_t1_r2,ac,3,1.8751683,E1_KimHN
1,s10_t1_r2,ac,1,1.5587572,E1_KimHN
1,s10_t1_r2,ac,2,2.0966732,E1_KimHN
1,s2_t1_r2,ac,5,3.0199488,E1_KimHN
1,s2_t1_r2,ac,5,2.3610853,E1_KimHN
1,s2_t1_r2,ac,5,2.143489,E1_KimHN
1,s3_t1_r2,ac,1,2.6748063,E1_KimHN
1,s3_t1_r2,ac,1,2.4556616,E1_KimHN
1,s3_t1_r2,ac,2,0.4364745,E1_KimHN
1,s4_t1_r2,ac,3,2.8411276,E1_KimHN
1,s4_t1_r2,ac,3,0.6661994,E1_KimHN
1,s4_t1_r2,ac,1,2.0865236,E1_KimHN
1,s5_t1_r2,ac,1,5.8935166,E1_KimHN
1,s5_t1_r2,ac,1,2.2297413,E1_KimHN
1,s5_t1_r2,ac,1,2.3007181,E1_KimHN
1,s6_t1_r2,ac,1,2.02152,E1_KimHN
1,s6_t1_r2,ac,1,2.1383878,E1_KimHN
1,s6_t1_r2,ac,1,2.39037,E1_KimHN
1,s7_t1_r2,ac,5,1.9821416,E1_KimHN
1,s7_t1_r2,ac,5,2.3996995,E1_KimHN
1,s7_t1_r2,ac,4,2.3180401,E1_KimHN
1,s8_t1_r2,ac,5,0.672821,E1_KimHN
1,s8_t1_r2,ac,5,1.0012063,E1_KimHN
1,s8_t1_r2,ac,5,1.2240807,E1_KimHN
1,s9_t1_r2,ac,3,2.3190643,E1_KimHN
1,s9_t1_r2,ac,3,2.7584978,E1_KimHN
1,s9_t1_r2,ac,3,2.0151814,E1_KimHN
1,s1_t1_r2,comp,5,20.0062654,E1_KimHN
1,s1_t1_r2,comp,5,4.3457458,E1_KimHN
1,s1_t1_r2,comp,5,4.6893973,E1_KimHN
1,s10_t1_r2,comp,3,7.5330197,E1_KimHN
1,s10_t1_r2,comp,1,3.6744313,E1_KimHN
1,s10_t1_r2,comp,1,3.6831159,E1_KimHN
1,s2_t1_r2,comp,5,5.4818446,E1_KimHN
1,s2_t1_r2,comp,5,4.2746056,E1_KimHN
1,s2_t1_r2,comp,4,4.4757179,E1_KimHN
1,s3_t1_r2,comp,1,7.1926388,E1_KimHN
1,s3_t1_r2,comp,2,4.2010494,E1_KimHN
1,s3_t1_r2,comp,1,3.437761,E1_KimHN
1,s4_t1_r2,comp,4,7.8166137,E1_KimHN
1,s4_t1_r2,comp,3,4.8106482,E1_KimHN
1,s4_t1_r2,comp,3,3.654861,E1_KimHN
1,s5_t1_r2,comp,5,15.7177401,E1_KimHN
1,s5_t1_r2,comp,1,7.7686151,E1_KimHN
1,s5_t1_r2,comp,1,4.7388083,E1_KimHN
1,s6_t1_r2,comp,1,7.4288077,E1_KimHN
1,s6_t1_r2,comp,1,4.0553985,E1_KimHN
1,s6_t1_r2,comp,1,3.3751473,E1_KimHN
1,s7_t1_r2,comp,3,5.9115299,E1_KimHN
1,s7_t1_r2,comp,3,5.2912922,E1_KimHN
1,s7_t1_r2,comp,4,3.9669316,E1_KimHN
1,s8_t1_r2,comp,3,9.1064975,E1_KimHN
1,s8_t1_r2,comp,4,3.8309639,E1_KimHN
1,s8_t1_r2,comp,4,3.8589347,E1_KimHN
1,s9_t1_r2,comp,3,6.3264816,E1_KimHN
1,s9_t1_r2,comp,3,4.600036,E1_KimHN
1,s9_t1_r2,comp,4,3.7287065,E1_KimHN
1,s1_t1_r2,fl,4,3.9929137,E1_KimHN
1,s1_t1_r2,fl,5,3.9534272,E1_KimHN
1,s1_t1_r2,fl,4,3.4378971,E1_KimHN
1,s10_t1_r2,fl,2,3.646585,E1_KimHN
1,s10_t1_r2,fl,2,3.2034403,E1_KimHN
1,s10_t1_r2,fl,2,3.6474992,E1_KimHN
1,s2_t1_r2,fl,5,4.3124051,E1_KimHN
1,s2_t1_r2,fl,5,3.9758385,E1_KimHN
1,s2_t1_r2,fl,5,2.5427403,E1_KimHN
1,s3_t1_r2,fl,2,3.3029334,E1_KimHN
1,s3_t1_r2,fl,1,3.5180881,E1_KimHN
1,s3_t1_r2,fl,1,2.8356468,E1_KimHN
1,s4_t1_r2,fl,1,3.9998543,E1_KimHN
1,s4_t1_r2,fl,2,3.8620723,E1_KimHN
1,s4_t1_r2,fl,2,3.4229011,E1_KimHN
1,s5_t1_r2,fl,1,8.2387253,E1_KimHN
1,s5_t1_r2,fl,1,8.0692435,E1_KimHN
1,s5_t1_r2,fl,1,5.4099653,E1_KimHN
1,s6_t1_r2,fl,1,4.6254895,E1_KimHN
1,s6_t1_r2,fl,1,4.3636604,E1_KimHN
1,s6_t1_r2,fl,1,2.2350464,E1_KimHN
1,s7_t1_r2,fl,4,4.1914062,E1_KimHN
1,s7_t1_r2,fl,5,3.9625954,E1_KimHN
1,s7_t1_r2,fl,4,2.48226,E1_KimHN
1,s8_t1_r2,fl,2,3.6695447,E1_KimHN
1,s8_t1_r2,fl,2,3.1294129,E1_KimHN
1,s8_t1_r2,fl,3,3.5667357,E1_KimHN
1,s9_t1_r2,fl,2,3.6772034,E1_KimHN
1,s9_t1_r2,fl,3,4.9360156,E1_KimHN
1,s9_t1_r2,fl,2,3.6321046,E1_KimHN
1,s1_t1_r2,in,5,3.1086263,E1_KimHN
1,s1_t1_r2,in,5,2.3820804,E1_KimHN
1,s1_t1_r2,in,5,2.2611499,E1_KimHN
1,s10_t1_r2,in,3,0.3808038,E1_KimHN
1,s10_t1_r2,in,1,1.6503014,E1_KimHN
1,s10_t1_r2,in,3,0.8727352,E1_KimHN
1,s2_t1_r2,in,5,2.4451966,E1_KimHN
1,s2_t1_r2,in,5,0.2169592,E1_KimHN
